family,vendor,soc,core_type,architecture_x,Year,productvendor,productmodel,productsoc_used,architecture_y,hw_model,"Cache (I , D), MMU ",Reference ,hw_ncores,hw_nthreadspercore,clock,max_clock,Wireless,Wireless2,decode,out_of_order,wide,issue,superscalar,AArch64,addressing,memory,system timer,Saturated,branch prediction,instruction fetch,AArch32,pipeline,bus_width,virtualization,transistors,dynamic code optimization,optimization cache,l0_cache,l1_cache,l2_cache,SLC,die_size,L1I_cache,L1D_cache,DSP,l3_cache,SMP,Thumb,Thumb-1,Thumb-2,coprocessor bus,floating-point unit,profile,DBX,Co-processor,FPU_x,instruction,Divide,TrustZone,NEON,SIMD,D-cache,MMU,notes,cache,VFP,ACP,GIC,SCU,VFPv3,VFPv4,VFPv5,LLPP,TCM,source,manufacturer_x,manufacturer_y,Decode width,Execution ports,Pipeline depth,Out-of-order execution,FPU_y,Pipelined VFP,FPU registers,NEON (SIMD),big.LITTLE role,Virtualization,Processor Technology,L0 cache,L1 cache,L2 cache,Core configurations,DMIPS,ARM part number ,date,Revision ,Decode ,Pipeline depth ,Out-of-orderexecution-Have ,Out-of-orderexecution-Entries,Branchprediction ,big.LITTLE role ,Execports ,SIMD ,Simult. MT ,L3 cache,Core configurations ,ARM part number (in the main ID register) 
ARM5,0,0,Classic,Xscale,1989,Sony,CLIÉ NX80V,PXA263,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Sony,CLIÉ NX80V,PXA263,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Sony,CLIÉ NX80V,PXA263,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Palm,Tungsten T3,PXA26x,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Palm,Tungsten T3,PXA26x,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Palm,Tungsten T3,PXA26x,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Gumstix,verdex,PXA27x,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Gumstix,verdex,PXA27x,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Gumstix,verdex,PXA27x,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,0,0,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,0,0,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,0,0,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,eSOM270-Module,PXA270 COM,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,eSOM270-Module,PXA270 COM,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,eSOM270-Module,PXA270 COM,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,HTC,Universal,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,HTC,Universal,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,HTC,Universal,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,HP,hx4700,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,HP,hx4700,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,HP,hx4700,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,SL-C1000,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,SL-C1000,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,SL-C1000,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,3000,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,3000,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,3000,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,3100,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,3100,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,3100,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,3200,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,3200,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Zaurus,3200,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Dell,Axim x30,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Dell,Axim x30,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Dell,Axim x30,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Dell,Axim x50,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Dell,Axim x50,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Dell,Axim x50,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Dell,Axim x51,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Dell,Axim x51,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Dell,Axim x51,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Trolltech,Greenphone,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Trolltech,Greenphone,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Trolltech,Greenphone,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Q,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Q,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Q,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Balloon,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Balloon,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Balloon,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Ezx,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Ezx,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Ezx,0,Sheeva,PJ1 (Mohawk),0,0,0,0,1.46 DMIPS/MHz,1.06 GHz,MMX2,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Platform A728,0,Sheeva,Feroceon,0,0,0,0,600–2000 MHz,0,0,0,0,0,0,single,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,16 KB,16 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM5,0,0,Classic,Xscale,1989,Motorola,Platform A728,0,Sheeva,Jolteon,0,0,0,0,nan,0,0,0,0,0,0,dual,0,0,0,0,0,0,0,0,0,5–8 stage,0,0,0,0,0,0,32 KB,32 KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,third,Marvell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
